Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704480680,10,,Aggregated,32.000000,0.000000,160,170,290,300,310,320,330,340,1500,1600,1600,6400,1,160.0,194.66847861159997,34.8041329998523,1555.36925499473,114.7221875
1704480681,10,,Aggregated,31.900000,0.000000,160,170,290,300,310,320,330,340,1500,1600,1600,6431,1,160.0,195.23759252701188,34.8041329998523,1555.36925499473,114.71870626652154
1704480682,10,,Aggregated,31.700000,0.000000,160,170,290,300,310,320,330,340,1500,1600,1600,6464,1,160.0,195.83864638183894,34.8041329998523,1555.36925499473,114.71503712871286
1704480683,10,,Aggregated,31.700000,0.000000,160,170,290,300,310,320,330,340,1500,1600,1600,6496,1,160.0,196.41005577450733,34.8041329998523,1555.36925499473,114.71151477832512
1704480684,10,,Aggregated,31.700000,0.000000,160,170,290,300,310,320,330,340,1500,1600,1600,6528,1,160.0,196.98963397980938,34.8041329998523,1555.36925499473,114.70802696078431
1704480685,10,,Aggregated,31.600000,0.000000,160,170,290,300,310,320,330,340,1500,1600,1600,6559,1,160.0,197.57029869647687,34.8041329998523,1555.36925499473,114.7046805915536
1704480686,10,,Aggregated,31.600000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6592,1,160.0,198.11066145345745,34.8041329998523,1555.36925499473,114.70115291262135
1704480687,10,,Aggregated,31.600000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6626,1,160.0,198.64134708997867,34.8041329998523,1555.36925499473,114.69755508602475
1704480688,10,,Aggregated,31.700000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6657,1,160.0,199.2070132917547,34.8041329998523,1555.36925499473,114.69430674477994
1704480689,10,,Aggregated,31.700000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6690,1,160.0,199.7059112575813,34.8041329998523,1555.36925499473,114.69088191330344
1704480690,10,,Aggregated,31.800000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6724,1,160.0,200.23268238566584,34.8041329998523,1555.36925499473,114.68738845925044
1704480691,10,,Aggregated,32.000000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6756,1,160.0,200.731233719245,34.8041329998523,1555.36925499473,114.68413262285375
1704480692,10,,Aggregated,32.200000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6791,1,160.0,201.2068412216504,34.8041329998523,1555.36925499473,114.6806066853188
1704480693,10,,Aggregated,32.200000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6824,1,160.0,201.69675169991578,34.8041329998523,1555.36925499473,114.67731535756155
1704480694,10,,Aggregated,32.500000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6857,1,160.0,202.17920901388672,34.8041329998523,1555.36925499473,114.67405570949394
1704480695,10,,Aggregated,32.500000,0.000000,160,170,300,300,310,320,330,340,1500,1600,1600,6891,1,160.0,202.62874123062178,34.8041329998523,1555.36925499473,114.67072993759977
1704480696,10,,Aggregated,32.700000,0.000000,160,180,300,300,310,320,330,340,1500,1600,1600,6923,1,160.0,203.1385211021596,34.8041329998523,1555.36925499473,114.66762964032934
1704480697,10,,Aggregated,32.900000,0.000000,160,180,300,300,310,320,330,340,1500,1600,1600,6958,1,160.0,203.597332209724,34.8041329998523,1555.36925499473,114.66427134233976
1704480698,10,,Aggregated,33.000000,0.000000,160,200,300,300,310,320,330,340,1500,1600,1600,6991,1,160.0,204.02376005396448,34.8041329998523,1555.36925499473,114.66113574595909
1704480699,10,,Aggregated,33.000000,0.000000,160,240,300,300,310,320,330,340,1500,1600,1600,7022,1,160.0,204.5691718688796,34.8041329998523,1555.36925499473,114.65821703218457
1704480700,10,,Aggregated,33.200000,0.000000,160,280,300,300,310,320,330,340,1500,1600,1600,7054,1,160.0,205.03096842859102,34.8041329998523,1555.36925499473,114.65523107456762
1704480701,10,,Aggregated,33.000000,0.000000,160,280,300,300,310,320,330,340,1500,1600,1600,7087,1,160.0,205.50597591890096,34.8041329998523,1555.36925499473,114.65218004797516
1704480702,10,,Aggregated,33.100000,0.000000,160,280,300,300,310,320,330,340,1500,1600,1600,7120,1,160.0,205.99283165845904,34.8041329998523,1555.36925499473,114.64915730337079
1704480703,10,,Aggregated,33.000000,0.000000,160,290,300,300,310,320,330,340,1500,1600,1600,7152,1,160.0,206.45101311845823,34.8041329998523,1555.36925499473,114.64625279642058
